"t,y_30000,y_40000,y_50000",,
"6.172833,0.0175468,0.0201573,0.0230078",,
"6.2062,0.0210147,0.0246746,0.0294581",,
"6.239567,0.023967,0.0287079,0.0347737",,
"6.272933,0.0255238,0.0315844,0.0381726",,
"6.3063,0.0262076,0.0323622,0.0400602",,
"6.339667,0.0265914,0.0327771,0.0414932",,
"6.373033,0.0258367,0.0324675,0.0415548",,
"6.4064,0.0239857,0.0305535,0.0394408",,
"6.439767,0.0217446,0.0271809,0.0362721",,
"6.473133,0.0188444,0.0234949,0.0325509",,
"6.5065,0.0149925,0.0185688,0.0265401",,
"6.539867,0.0100332,0.0121929,0.0193541",,
"6.573233,0.0044518,0.0050017,0.0114535",,
"6.6066,-0.0019936,-0.003095,0.0013966",,
"6.639967,-0.0074776,-0.0108519,-0.0083255",,
"6.673333,-0.0120231,-0.0164584,-0.0161405",,
"6.7067,-0.0159977,-0.0220759,-0.0237864",,
"6.740067,-0.0193983,-0.0265238,-0.0300176",,
"6.773433,-0.0217932,-0.0294288,-0.034264",,
"6.8068,-0.0229458,-0.0310488,-0.0373815",,
"6.840167,-0.0237942,-0.0321108,-0.0399138",,
"6.873533,-0.0238288,-0.0320642,-0.0404015",,
"6.9069,-0.0227697,-0.030282,-0.0391074",,
"6.940267,-0.021216,-0.027839,-0.0374705",,
"6.973633,-0.0191887,-0.0245772,-0.033983",,
"7.007,-0.0155399,-0.0199512,-0.02917",,
"7.040367,-0.0107152,-0.0135359,-0.0228586",,
"7.073733,-0.0064736,-0.0069868,-0.0156226",,
"7.1071,-0.0007503,0.0007567,-0.0067443",,
"7.140467,0.0062139,0.0096725,0.0030019",,
"7.173833,0.0115329,0.0172133,0.0132913",,
"7.2072,0.0152816,0.0228082,0.0212527",,
"7.240567,0.0189348,0.0270848,0.0272048",,
"7.273933,0.0224371,0.0318353,0.0326412",,
"7.3073,0.0243633,0.0340231,0.0370057",,
"7.340667,0.0253906,0.0347484,0.0394051",,
"7.374033,0.0260009,0.0355977,0.0405245",,
"7.4074,0.0256799,0.0357702,0.0409095",,
"7.440767,0.0242036,0.0337121,0.0396946",,
"7.474133,0.0220923,0.0307584,0.0365483",,
"7.5075,0.0193066,0.0278252,0.032648",,
"7.540867,0.0155913,0.0226567,0.0278462",,
"7.574233,0.0110325,0.0161979,0.0207279",,
"7.6076,0.005802,0.0097997,0.0124147",,
"7.640967,-0.0002334,0.0017924,0.0034297",,
"7.674333,-0.0065857,-0.0075173,-0.0064667",,
"7.7077,-0.0117285,-0.0137792,-0.0155053",,
"7.741067,-0.0156799,-0.0191885,-0.0226503",,
"7.774433,-0.0190164,-0.0246202,-0.0294488",,
"7.8078,-0.0223698,-0.0285342,-0.0350423",,
"7.841167,-0.0244391,-0.0305384,-0.0383199",,
"7.874533,-0.0249569,-0.0319402,-0.040644",,
"7.9079,-0.0251034,-0.0329516,-0.042654",,
"7.941267,-0.025445,-0.0324324,-0.0426093",,
"7.974633,-0.0242687,-0.0303,-0.0403252",,
"8.008,-0.0216947,-0.0275013,-0.0375746",,
"8.041367,-0.0190945,-0.02413,-0.0336757",,
"8.074733,-0.0151816,-0.01933,-0.0283599",,
"8.1081,-0.0103935,-0.0129424,-0.0210184",,
"8.141467,-0.0050818,-0.0057231,-0.012709",,
"8.174833,0.0006957,0.0031284,-0.0026666",,
"8.2082,0.0073165,0.0117361,0.0075584",,
"8.241567,0.012455,0.0187399,0.016875",,
"8.274933,0.0158747,0.0236544,0.0240174",,
"8.3083,0.0189112,0.0273069,0.0295997",,
"8.341667,0.0216959,0.0311726,0.0335944",,
"8.375033,0.0237204,0.0338282,0.0371815",,
"8.4084,0.024319,0.0340654,0.0389543",,
"8.441767,0.0242094,0.033675,0.0395554",,
"8.475133,0.023439,0.033302,0.0392504",,
"8.5085,0.0218696,0.031265,0.0374224",,
"8.541867,0.0192323,0.027545,0.0339073",,
"8.575233,0.0159431,0.0228924,0.0294849",,
"8.6086,0.0121345,0.0174871,0.0239218",,
"8.641967,0.0071115,0.0112462,0.016625",,
"8.675333,0.0012966,0.003269,0.0079821",,
"8.7087,-0.0047148,-0.0051087,-0.0016585",,
"8.742067,-0.0105047,-0.0127666,-0.0112757",,
"8.775433,-0.0149682,-0.0180115,-0.0192418",,
"8.8088,-0.0182838,-0.0227316,-0.0258851",,
"8.842167,-0.0217445,-0.0271807,-0.0317688",,
"8.875533,-0.0243635,-0.0304975,-0.0362932",,
"8.9089,-0.0248784,-0.0321874,-0.0386814",,
"8.942267,-0.0251503,-0.0329405,-0.0406024",,
"8.975633,-0.0256856,-0.0330492,-0.0415906",,
"9.009,-0.024869,-0.031784,-0.0404501",,
"9.042367,-0.0225169,-0.0291066,-0.0374639",,
"9.075733,-0.0201171,-0.0255853,-0.033832",,
"9.1091,-0.017465,-0.021082,-0.0298582",,
"9.142467,-0.0128108,-0.0154368,-0.023775",,
"9.175833,-0.0075679,-0.0094807,-0.0161234",,
"9.2092,-0.0019342,-0.0015545,-0.0061791",,
"9.242567,0.0041501,0.0072147,0.0035113",,
"9.275933,0.0097708,0.0150741,0.0132609",,
"9.3093,0.0138601,0.0209393,0.0213243",,
"9.342667,0.0169529,0.0246928,0.0273626",,
"9.376033,0.019505,0.0284432,0.0330207",,
"9.4094,0.0213855,0.0319731,0.0373049",,
"9.442767,0.0223725,0.0334286,0.0402161",,
"9.476133,0.0225088,0.032946,0.0416939",,
"9.5095,0.0218332,0.0324129,0.0416521",,
"9.542867,0.0203225,0.0317057,0.0403556",,
"9.576233,0.0180633,0.0285472,0.037849",,
"9.6096,0.0150978,0.0236769,0.0337659",,
"9.642967,0.0112638,0.0189813,0.0283644",,
"9.676333,0.0061015,0.013599,0.0217771",,
"9.7097,0.0009032,0.0056945,0.0135831",,
"9.743067,-0.0051844,-0.0026237,0.0043367",,
"9.776433,-0.0117384,-0.0105176,-0.0052577",,
"9.8098,-0.0165163,-0.0176004,-0.0141355",,
"9.843167,-0.0199282,-0.0229776,-0.0209461",,
"9.876533,-0.0239362,-0.0274567,-0.027724",,
"9.9099,-0.0269534,-0.0309648,-0.0328198",,
"9.943267,-0.0283697,-0.0330478,-0.0359474",,
"9.976633,-0.0297469,-0.0343862,-0.0380204",,
"10.01,-0.0304448,-0.0347008,-0.0397475",,
"10.04337,-0.0296871,-0.0340402,-0.0396754",,
"10.07673,-0.0280123,-0.0319323,-0.037299",,
"10.1101,-0.02578,-0.0291812,-0.0337793",,
"10.14347,-0.0232669,-0.0254115,-0.0301313",,
"10.17683,-0.0202032,-0.0205056,-0.0249922",,
"10.2102,,-0.0139174,-0.0178598",,
